####eBayCatName, eBayCatId, CatIndex
Clothing, Shoes & Accessories:Kids' Clothing, Shoes & Accs:Girls' Clothing (Sizes 4 & Up):Leggings	152719	305
Clothing, Shoes & Accessories:Kids' Clothing, Shoes & Accs:Girls' Clothing (Sizes 4 & Up):Mixed Items & Lots	15652	528
Clothing, Shoes & Accessories:Kids' Clothing, Shoes & Accs:Girls' Clothing (Sizes 4 & Up):Other Girls' Clothes Sizes 4+	51587	494
Clothing, Shoes & Accessories:Kids' Clothing, Shoes & Accs:Girls' Clothing (Sizes 4 & Up):Outerwear	51580	491
Clothing, Shoes & Accessories:Kids' Clothing, Shoes & Accs:Girls' Clothing (Sizes 4 & Up):Outfits & Sets	156801	547
Clothing, Shoes & Accessories:Kids' Clothing, Shoes & Accs:Girls' Clothing (Sizes 4 & Up):Pants	51568	309
Clothing, Shoes & Accessories:Kids' Clothing, Shoes & Accs:Girls' Clothing (Sizes 4 & Up):Shorts	15648	345
Clothing, Shoes & Accessories:Kids' Clothing, Shoes & Accs:Girls' Clothing (Sizes 4 & Up):Skirts	51583	490
Clothing, Shoes & Accessories:Kids' Clothing, Shoes & Accs:Girls' Clothing (Sizes 4 & Up):Skorts	152553	33
Clothing, Shoes & Accessories:Kids' Clothing, Shoes & Accs:Girls' Clothing (Sizes 4 & Up):Sleepwear	99735	113
Clothing, Shoes & Accessories:Kids' Clothing, Shoes & Accs:Girls' Clothing (Sizes 4 & Up):Socks & Tights	153797	192
Clothing, Shoes & Accessories:Kids' Clothing, Shoes & Accs:Girls' Clothing (Sizes 4 & Up):Sweaters	51582	489
Clothing, Shoes & Accessories:Kids' Clothing, Shoes & Accs:Girls' Clothing (Sizes 4 & Up):Sweatshirts & Hoodies	152554	34
Clothing, Shoes & Accessories:Kids' Clothing, Shoes & Accs:Girls' Clothing (Sizes 4 & Up):Swimwear	51567	307
Clothing, Shoes & Accessories:Kids' Clothing, Shoes & Accs:Girls' Clothing (Sizes 4 & Up):Tops, Shirts & T-Shirts	175529	260
Clothing, Shoes & Accessories:Kids' Clothing, Shoes & Accs:Girls' Clothing (Sizes 4 & Up):Underwear	51586	493
Clothing, Shoes & Accessories:Kids' Clothing, Shoes & Accs:Girls' Clothing (Sizes 4 & Up):Uniforms	28017	353
Clothing, Shoes & Accessories:Kids' Clothing, Shoes & Accs:Girls' Shoes	57974	100
Clothing, Shoes & Accessories:Kids' Clothing, Shoes & Accs:Other Kids' Clothing & Accs	175640	124
Clothing, Shoes & Accessories:Kids' Clothing, Shoes & Accs:Unisex Clothing:Jeans	175658	536
Clothing, Shoes & Accessories:Kids' Clothing, Shoes & Accs:Unisex Clothing:Other Unisex Clothing	155203	270
Clothing, Shoes & Accessories:Kids' Clothing, Shoes & Accs:Unisex Clothing:Outerwear	155201	268
Clothing, Shoes & Accessories:Kids' Clothing, Shoes & Accs:Unisex Clothing:Pants	175654	532
Clothing, Shoes & Accessories:Kids' Clothing, Shoes & Accs:Unisex Clothing:Shorts	175655	533
